Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
16,11/10/17,16,27-051,TOR_C,@,DAL,L,0,0,0,-3,0,0,0,0,0,0,0,0,2,0,20,17:06,0,0,3,9,25
17,11/11/17,17,27-052,TOR_C,@,STL,W,1,0,1,0,2,1,0,0,0,0,0,0,2,50,20,19:08,1,0,10,13,43.5
18,11/16/17,18,27-057,TOR_C,,CAR,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0,26,20:40,1,1,10,12,45.5
19,11/18/17,19,27-059,TOR_C,@,TBL,W,1,2,3,0,0,1,0,0,0,2,0,0,1,100,22,18:47,1,0,8,11,42.1
20,11/19/17,20,27-060,TOR_C,@,CAR,L,1,0,1,-1,0,0,1,0,0,0,0,0,6,16.7,27,21:35,1,0,10,14,41.7
21,11/22/17,21,27-063,TOR_C,,PHI,W,0,2,2,1,0,0,0,0,0,1,1,0,0,,23,20:22,0,1,14,14,50
22,11/24/17,22,27-065,TOR_C,@,PHI,W,0,1,1,0,0,0,0,0,0,1,0,0,5,0,24,22:40,1,3,10,15,40
23,11/25/17,23,27-066,TOR_C,@,OTT,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,23:10,1,1,13,14,48.1
24,11/28/17,24,27-069,TOR_C,,VAN,W,1,1,2,2,0,1,0,0,0,0,0,1,2,50,24,16:57,1,0,14,12,53.8
25,12/1/17,25,27-072,TOR_C,,OTT,L,0,1,1,0,2,0,0,0,0,1,0,0,3,0,27,21:21,1,1,14,11,56
26,12/4/17,26,27-075,TOR_C,@,FLA,W,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,28,23:34,0,0,14,11,56
27,12/5/17,27,27-076,TOR_C,@,TBL,L,0,1,1,-1,0,0,0,0,0,0,1,0,1,0,22,18:51,0,1,7,10,41.2
28,12/7/17,28,27-078,TOR_C,@,PIT,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,21:40,1,0,13,10,56.5
29,12/9/17,29,27-080,TOR_C,@,BOS,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,20:38,0,0,10,16,38.5
30,12/11/17,30,27-082,TOR_C,,WSH,W,1,0,1,0,2,1,0,0,0,0,0,0,3,33.3,23,18:44,0,0,9,8,52.9
31,12/13/17,31,27-084,TOR_C,,DAL,L,0,2,2,-1,0,0,0,0,0,1,1,0,2,0,19,19:11,1,0,12,9,57.1
32,12/14/17,32,27-085,TOR_C,@,CBJ,L,0,3,3,1,0,0,0,0,0,2,1,0,6,0,28,21:01,0,0,10,10,50
33,12/16/17,33,27-087,TOR_C,,LAK,W,1,2,3,1,0,0,1,0,0,2,0,0,4,25,27,21:05,0,0,16,9,64
34,12/19/17,34,27-090,TOR_C,,DET,L,0,2,2,0,0,0,0,0,0,1,1,0,5,0,22,19:19,1,1,9,16,36
35,12/21/17,35,27-092,TOR_C,,ANA,L-OT,2,1,3,-2,0,1,1,0,0,0,1,0,5,40,27,19:40,1,1,12,15,44.4
36,12/23/17,36,27-094,TOR_C,,WPG,W,0,1,1,1,2,0,0,0,0,1,0,0,2,0,22,16:22,3,0,9,5,64.3
37,12/27/17,37,27-098,TOR_C,,BUF,W,0,2,2,1,0,0,0,0,0,2,0,0,4,0,26,21:40,0,1,10,7,58.8
38,12/29/17,38,27-100,TOR_C,@,WPG,L,0,1,1,2,2,0,0,0,0,1,0,0,2,0,25,17:49,1,1,9,11,45
39,12/31/17,39,27-102,TOR_C,@,COL,L,0,0,0,-3,0,0,0,0,0,0,0,0,2,0,23,17:16,0,0,16,9,64
40,1/2/18,40,27-104,TOR_C,,BOS,L,0,0,0,-3,0,0,0,0,0,0,0,0,1,0,18,19:48,0,1,6,8,42.9
41,1/4/18,41,27-106,TOR_C,@,PHI,L,1,0,1,0,0,0,1,0,0,0,0,0,2,50,24,20:15,0,1,9,12,42.9
42,1/5/18,42,27-107,TOR_C,,PIT,L,0,0,0,-1,0,0,0,0,0,0,0,0,7,0,22,21:08,0,0,14,8,63.6
43,1/7/18,43,27-109,TOR_C,,NJD,W,0,1,1,0,2,0,0,0,0,0,1,0,5,0,28,23:47,0,0,18,7,72
